,Sub_Zone,Segment,Longitude,Latitude,Sed_Thick,Age,Dip,Vel,Rough,sSSE,lSSE,Max_mag
206,Cascadia,42.0,-126.2239293,47.47074579,799.0780216,3.690116943,10.28096746,41.48523231,2.353754569,Y,N,0.0
207,Cascadia,43.0,-126.311651,47.68752373,764.8253913,3.407049709,10.3162269,41.77125447,2.607002394,Y,N,6.02
208,Cascadia,44.0,-126.3993664,47.9043625,740.6795688,3.14144755,10.57859889,42.05728118,3.52035906,Y,N,6.02
209,Cascadia,45.0,-126.5038295,48.11584375,757.073477,3.096603469,11.69666825,42.34368194,3.429964013,Y,N,6.02
210,Cascadia,46.0,-126.6648551,48.30915413,843.4720942,3.422890479,13.83474037,42.6316983,3.039467549,Y,N,6.02
211,Cascadia,47.0,-126.8658556,48.48975268,698.6896674,2.871046189,13.48382087,42.91674731,3.335489474,Y,N,0.0
212,Cascadia,48.0,-127.0670705,48.67059129,576.6145341,2.388002047,12.06322418,43.20705961,3.917102077,Y,N,0.0
213,Cascadia,49.0,-127.2685334,48.85165509,506.6563244,2.083564662,10.3592376,43.493242,3.35044264,Y,N,6.2
214,Cascadia,50.0,-127.4702769,49.03292927,450.4290413,1.869436489,8.980685759,43.77116974,4.967104076,Y,N,6.2
215,Cascadia,51.0,-127.672238,49.21444602,397.5617233,1.835328515,8.535737303,44.05842712,5.139874351,Y,N,6.5
216,Cascadia,52.0,-127.8744705,49.39618095,399.3443825,2.050509717,,44.34619826,10.47246136,Y,N,6.5
217,Cascadia,53.0,-128.0769651,49.57813972,422.1579279,2.381061875,,44.63059489,13.98428902,Y,N,6.5
218,Cascadia,54.0,-128.2796805,49.76034352,409.5628434,2.544589597,,44.91068692,12.67139291,U,U,6.5
219,Cascadia,55.0,-128.482697,49.94275601,363.7642158,2.504184874,,45.19129562,8.000731568,U,U,5.2
220,Cascadia,56.0,-128.6859507,50.12540818,329.3724459,2.355217912,,45.48110047,11.13071825,U,U,4.8
221,Cascadia,57.0,-128.8894285,50.30830779,312.3794188,2.040553634,,45.75900458,17.27853359,U,U,5.2
222,Cascadia,58.0,-129.0932239,50.49141308,298.427076,1.596504955,,46.04113487,17.89790922,U,U,6.0
223,Cascadia,59.0,-129.2972448,50.67476735,297.1916708,1.465219437,,46.32374445,10.46986287,U,U,6.3
224,Cascadia,60.0,-129.5015132,50.85836236,319.2408556,1.873119035,,46.59820168,7.212105984,U,U,6.7
225,Cascadia,61.0,-129.7060804,51.04217596,370.1855206,2.467050057,,46.8868521,7.023376913,U,U,6.7
226,Cascadia,62.0,-129.9108766,51.22624085,419.0492357,2.976847382,,47.16230062,9.2621829,U,U,6.66
227,Cascadia,63.0,-130.1159659,51.41053023,453.0845167,3.369542589,,47.43822615,6.212883043,U,U,6.6
228,Cascadia,64.0,-130.3213131,51.5950605,422.2306743,3.660314697,,47.71979568,8.033710927,U,U,6.6
229,Cascadia,65.0,-130.5268928,51.77984434,454.7133135,4.116769393,,47.99667697,5.948248517,U,U,6.26
230,Cascadia,66.0,-130.7327939,51.96484453,626.7038166,4.879238236,,48.27401061,3.279088568,U,U,6.6
231,Hikurangi,0.0,174.3070855,-42.44532028,740.0449048,,20.11843089,37.66546031,6.14576583,N,U,6.05
232,Hikurangi,1.0,174.5791848,-42.37009212,673.8219993,104.3794362,17.79713917,37.7327444,15.00962959,N,Y,6.05
233,Hikurangi,2.0,174.8363947,-42.27103941,536.4226356,105.893685,18.03417765,37.84202558,11.92670187,N,Y,0.0
234,Hikurangi,3.0,175.0943582,-42.15473288,506.4704104,107.598733,16.27807096,38.01150352,9.492322924,N,Y,0.0
235,Hikurangi,4.0,175.3584721,-42.04552335,451.3460191,109.5227055,15.1162056,38.15516217,6.365487728,N,Y,0.0
236,Hikurangi,5.0,175.6292978,-41.94782934,436.1602731,111.371916,13.02446427,38.27208513,5.763244208,N,Y,5.5
237,Hikurangi,6.0,175.9099773,-41.86607858,409.5331533,113.3228951,11.0402859,38.36211803,6.56196003,N,Y,5.2
238,Hikurangi,7.0,176.1919861,-41.78725618,403.1532922,115.5792566,8.953397218,38.45479034,7.592745113,N,Y,6.31
239,Hikurangi,8.0,176.4729815,-41.70714681,407.4601031,117.7976917,6.911988414,38.55008301,6.305523173,N,Y,6.77
240,Hikurangi,9.0,176.7494667,-41.61989816,417.8252088,120.6841252,5.488723093,38.65788923,7.462645714,N,Y,6.77
241,Hikurangi,10.0,177.0125627,-41.51332072,439.4240234,124.137424,4.977317621,38.83040561,14.43682393,N,Y,6.77
242,Hikurangi,11.0,177.2609598,-41.38799637,458.0260181,127.3534184,4.550232997,39.02207708,21.49385018,N,Y,0.0
243,Hikurangi,12.0,177.5024146,-41.2556202,474.022581,129.0090071,4.39165977,39.2474203,20.63738867,N,Y,0.0
244,Hikurangi,13.0,177.7345038,-41.11562672,493.5253419,129.2211577,4.31633613,39.47350504,12.4833052,N,Y,0.0
245,Hikurangi,14.0,177.9361003,-40.95332575,530.1908845,128.9120165,4.331134166,39.76172657,16.25957732,N,Y,5.1
246,Hikurangi,15.0,178.0877006,-40.76184199,566.7507818,127.9880162,4.362972388,40.12036391,7.565531903,N,Y,5.1
247,Hikurangi,16.0,178.1968785,-40.55349544,567.1745622,127.2410124,4.40909154,40.51027647,5.603027279,N,Y,6.15
248,Hikurangi,17.0,178.2999594,-40.3443902,562.3785246,126.8641483,4.636800772,40.90003056,6.248065933,N,Y,6.15
249,Hikurangi,18.0,178.4511155,-40.15644252,561.9910189,127.0971593,5.110256487,41.25035879,4.575379211,N,Y,6.15
250,Hikurangi,19.0,178.5757631,-39.96137766,671.6657039,125.2274792,4.655603632,41.61322026,13.67562143,N,Y,5.1
251,Hikurangi,20.0,178.633431,-39.74223386,704.057748,124.5909262,5.01633443,42.04195999,6.081912899,N,Y,5.1
252,Hikurangi,21.0,178.7095785,-39.52981362,703.4525824,124.5459609,6.43231751,42.44336108,6.126401156,N,Y,6.9
253,Hikurangi,22.0,178.7102677,-39.32744427,663.593627,121.4468755,4.630991587,42.83232891,5.056462491,N,U,5.5
254,Hikurangi,23.0,178.7678987,-39.1508711,607.0995821,124.6460907,15.02570848,43.16437883,7.399695087,N,U,6.6
255,Hikurangi,24.0,178.9079041,-38.96747059,704.2726776,122.7156596,11.73051771,43.50675925,7.040807401,N,U,7.67
256,Hikurangi,25.0,178.9646563,-38.75086879,707.9689849,121.8164829,13.72427034,43.9193454,9.813429744,N,N,7.67
257,Hikurangi,26.0,179.0477725,-38.5390984,698.5992314,122.1990095,23.45889077,44.32851904,7.736638365,N,N,7.67
258,Hikurangi,27.0,179.1763323,-38.33852909,704.7250136,121.7772557,25.73943106,44.69568659,9.195806363,N,N,7.58
259,Hikurangi,28.0,179.2930246,-38.13622209,691.6566851,120.845518,26.55823795,45.07937555,8.89227185,N,N,7.58
260,Hikurangi,29.0,179.422711,-37.9403214,688.8212853,120.825634,27.05972561,45.45340581,9.30306123,N,N,6.7
261,Hikurangi,30.0,179.6286409,-37.80877576,665.7924851,121.2161932,19.02873309,45.68828734,7.131269529,U,U,7.3
262,Hikurangi,31.0,179.8605764,-37.70159987,673.2725855,120.7420689,20.46029359,45.87935919,9.611057594,U,U,7.3
263,Hikurangi,32.0,-179.9680599,-37.5332844,274.6351855,114.6158934,,46.19129355,29.50118392,U,U,5.6
264,Hikurangi,33.0,-179.8405925,-37.33249324,523.5254441,119.1725465,23.25771133,46.5674951,7.140678355,U,U,5.6
265,Hikurangi,34.0,-179.7164091,-37.13041018,505.9479218,118.6513675,25.41952099,46.95396575,10.38312813,U,U,7.1
266,Hikurangi,35.0,-179.592323,-36.92841254,492.9374365,118.1195454,27.41607665,47.32785755,9.719950347,U,U,7.1
267,Hikurangi,36.0,-179.4655856,-36.72762061,487.4781891,117.6269061,28.4153277,47.70509512,6.71564966,U,U,7.1
268,Hikurangi,37.0,-179.3365788,-36.5278756,483.994552,117.062061,28.25848131,48.08258417,7.995266376,U,U,7.1
269,Hikurangi,38.0,-179.2084057,-36.32791359,481.0324519,116.4824649,27.50429468,48.45835841,9.612147769,U,U,6.04
293,Izu_Bonin,23.0,143.2380192,28.20666042,83.35640923,143.3189672,18.59350127,53.21173179,4.316323153,U,U,6.6
294,Izu_Bonin,24.0,143.1640783,28.42148605,84.38246469,142.8993604,19.16746795,53.46940153,3.666597759,U,U,6.2
295,Izu_Bonin,25.0,143.0720366,28.63088457,87.78206408,142.5076353,20.41385253,53.72886003,3.614489618,U,U,6.2
296,Izu_Bonin,26.0,142.9779456,28.84031005,91.76775656,142.2652664,22.36137625,54.02387343,3.392390665,U,U,6.2
297,Izu_Bonin,27.0,142.8771115,29.04718383,98.83444028,141.7464972,23.00156127,54.2863003,3.144335255,U,U,6.2
298,Izu_Bonin,28.0,142.7907976,29.25790742,96.75324252,141.7948619,25.46145347,54.59277974,2.452434172,U,U,6.08
299,Izu_Bonin,29.0,142.7382088,29.47825105,99.61358516,141.5569591,25.48642472,54.90009107,2.605475649,U,U,6.08
300,Izu_Bonin,30.0,142.6845642,29.69846439,109.6326587,141.1042599,25.3941357,55.19875451,6.218598235,U,U,6.08
301,Izu_Bonin,31.0,142.6184618,29.91625844,147.8965413,140.6833838,25.65345519,55.46638622,10.96828498,U,U,5.83
302,Izu_Bonin,32.0,142.5332889,30.12820661,189.3044186,139.9310877,25.70463288,55.72614826,7.854479155,U,U,6.0
303,Izu_Bonin,33.0,142.4261243,30.33303095,206.4205934,139.2877735,26.74709217,55.99700081,2.719347971,U,U,6.1
304,Izu_Bonin,34.0,142.3297289,30.54155169,214.3958417,139.0985794,28.46489586,56.33018374,2.930454482,U,U,6.16
305,Izu_Bonin,35.0,142.2806867,30.76102447,215.4325885,139.2141091,28.47483379,56.64282832,6.649787047,U,U,6.3
306,Izu_Bonin,36.0,142.2528371,30.98474518,219.8343432,138.6520626,28.60980075,56.94666364,2.546306915,U,U,6.3
332,Japan,0.0,142.4066166,31.08169891,329.1537011,137.7683435,14.58719501,94.0936576,5.581178554,U,U,6.3
333,Japan,1.0,142.2517828,31.2527302,351.1365135,137.6287412,20.8878107,94.04783304,4.8767639,U,U,6.4
334,Japan,2.0,142.1715887,31.45441403,271.3452202,138.0676531,30.00710696,94.01990002,6.750139088,U,U,6.4
335,Japan,3.0,142.1457829,31.67848697,310.9790471,137.753357,29.91501275,93.9640378,5.741328384,U,U,6.4
336,Japan,4.0,142.1181787,31.90172311,361.376919,137.5504914,29.86609977,93.87170181,4.811373285,U,U,6.2
337,Japan,5.0,142.0993524,32.12559839,432.0012992,137.3755623,29.60512464,93.8065163,6.284665497,U,U,6.2
338,Japan,6.0,142.0823206,32.35030174,494.6590376,137.2477961,29.3970272,93.75064853,7.546894646,U,U,6.59
339,Japan,7.0,142.0627729,32.57495215,535.2351414,137.1806338,29.36411832,93.68547593,5.678340604,U,U,6.59
340,Japan,8.0,142.0432254,32.79959844,540.3807211,137.1338911,29.22837732,93.6203103,22.98967127,U,U,6.59
341,Japan,9.0,142.0236784,33.02424063,529.2133331,137.1012672,28.62673569,93.55515165,28.40091939,U,U,6.23
342,Japan,10.0,142.0041317,33.24887867,533.4973772,137.1042914,27.42143666,93.49,12.80195422,U,U,6.09
343,Japan,11.0,141.9823514,33.47328059,512.9978197,137.0775711,25.91735984,93.42485537,10.83187955,U,U,7.01
344,Japan,12.0,141.9457805,33.69608808,495.005392,136.8272327,25.214648,93.35971776,41.32249366,U,U,7.9
345,Japan,13.0,141.9191935,33.9190085,496.5421408,136.837331,24.95708607,93.25797553,19.84347473,U,U,7.9
346,Japan,14.0,141.9211853,34.14357202,494.0705639,136.6806178,24.76455035,93.18352,40.24918804,U,U,7.9
347,Japan,15.0,141.9582327,34.36434011,500.140187,136.6943812,21.67017569,93.13644238,19.09619639,N,N,7.9
348,Japan,16.0,142.0237919,34.58178003,494.5908791,136.5606003,19.96278309,93.03413567,37.83250797,N,N,7.01
349,Japan,17.0,142.0650131,34.80135605,473.043332,135.1571931,20.10166361,92.94114482,2.125496466,N,N,7.29
350,Japan,18.0,142.1104277,35.01983291,496.7237488,135.2562607,17.01182604,92.84816853,40.82024768,N,N,9.1
351,Japan,19.0,142.1954805,35.23293324,494.6051525,134.8706028,17.08998725,92.782833,29.95817056,N,N,9.1
352,Japan,20.0,142.2913354,35.44376745,467.0794353,134.3574867,17.177417,92.67134455,4.081345683,N,N,9.1
353,Japan,21.0,142.3942978,35.65222301,437.7687737,134.2675669,16.48280364,92.59698105,4.750754725,N,N,9.1
354,Japan,22.0,142.513933,35.85337179,410.6146292,134.4023358,15.0769629,92.51354279,4.486715886,N,N,9.1
355,Japan,23.0,142.6780339,36.02854194,401.1516645,134.1845926,12.62137166,92.39293317,10.10582037,N,N,9.1
356,Japan,24.0,142.8542541,36.19934297,340.1708055,135.2379664,12.81241364,92.30978496,2.662453769,N,N,9.1
357,Japan,25.0,142.9846027,36.3960468,329.8289233,135.6357726,12.89175937,92.22685346,32.83188985,N,N,9.1
358,Japan,26.0,143.1378127,36.57775443,334.0133286,135.5504652,11.4162442,92.13487993,7.385838848,N,N,9.1
359,Japan,27.0,143.3176208,36.74784473,310.5435503,135.9900365,11.42157641,92.04313608,23.89716797,N,N,9.1
360,Japan,28.0,143.4580252,36.9407876,279.6444334,135.6547752,11.52073271,91.95162261,4.667001631,N,N,9.1
361,Japan,29.0,143.5865584,37.1399724,255.7122988,135.4555735,11.17510245,91.82217652,5.898894517,N,N,9.1
362,Japan,30.0,143.7035443,37.3430576,206.7958847,134.8984271,11.2758305,91.74021801,11.08021564,N,N,9.1
363,Japan,31.0,143.7981274,37.55335282,209.1998324,134.5502496,11.25326817,91.61088582,14.2542266,N,N,9.1
364,Japan,32.0,143.8998403,37.75931432,214.0647697,134.3361905,11.00939217,91.52,12.85423221,N,N,9.1
365,Japan,33.0,143.9775924,37.97062527,232.5735518,133.6468736,11.17244115,91.40001368,12.57722917,N,N,9.1
366,Japan,34.0,144.0267503,38.19046124,250.0946842,133.3989733,11.35750709,91.28928141,12.66111872,N,N,9.1
367,Japan,35.0,144.0708644,38.40974869,320.0374286,133.0297093,11.49153299,91.20800403,6.74584888,N,N,9.1
368,Japan,36.0,144.1122355,38.62926807,370.752158,132.8426748,11.66817528,91.09736769,4.188149458,N,N,9.1
369,Japan,37.0,144.1706909,38.8487057,401.6202031,132.7142485,11.62887921,90.96832196,3.907364585,N,N,9.1
370,Japan,38.0,144.2073825,39.06963938,476.3332948,132.0666183,11.6762814,90.84852283,4.229197631,N,N,9.1
371,Japan,39.0,144.2292243,39.29279168,483.9831707,132.0102894,12.0774769,90.77691392,4.364481491,N,N,9.1
372,Japan,40.0,144.2684726,39.5157552,487.7558658,131.7441686,12.22075354,90.65722034,2.500061501,N,N,9.1
373,Japan,41.0,144.3077224,39.73872413,484.2713916,131.4927778,12.38856252,90.52835136,2.919646392,N,N,9.1
374,Japan,42.0,144.3469726,39.96169859,478.8975684,131.2549637,12.59422558,90.40871695,2.050539091,N,N,9.1
375,Japan,43.0,144.3862244,40.18467849,472.2447929,131.0290412,12.84910033,90.27991194,2.917463371,N,N,9.1
376,Japan,44.0,144.4254765,40.40766394,468.938351,130.8460298,13.16369388,90.19045459,5.22732597,N,N,9.1
377,Japan,45.0,144.4976008,40.62176874,469.6071246,130.9333124,13.94699194,90.06177269,2.682465901,N,N,9.1
378,Japan,46.0,144.6218904,40.81969152,472.3172197,130.888799,15.66850074,89.95427783,2.580108637,N,N,9.1
379,Japan,47.0,144.7398229,41.02141244,496.5096227,130.5220598,15.59128423,89.79818261,5.868619932,N,N,9.1
380,Japan,48.0,144.896565,41.19679956,479.3962416,130.7365676,19.86819139,89.69107202,3.155324279,N,N,6.9
381,Japan,49.0,145.1455235,41.28930525,417.6116793,130.654078,14.81867838,89.58423076,5.633063899,N,N,6.9
382,Japan,50.0,145.4000286,41.38335733,485.0450642,130.5844664,16.18133452,89.47765978,2.107725056,N,N,4.7
383,Japan,51.0,145.6420643,41.51434794,488.8692453,130.5289076,15.94355697,89.40253967,3.132878709,N,N,0.0
384,Japan,52.0,145.8980759,41.62937716,484.0682526,130.4922132,15.62610259,89.2783966,3.190508687,N,N,6.31
385,Japan,53.0,146.1568513,41.74206327,467.6677015,130.4431468,15.74943534,89.16368992,17.61098733,N,N,6.31
386,Japan,54.0,146.4082175,41.86462543,461.6384795,130.3472753,16.25919466,89.08107319,5.252597184,N,N,6.31
387,Japan,55.0,146.6539574,41.9921969,469.3654839,130.0821236,17.20397905,88.94888926,5.957329696,N,N,5.9
388,Japan,56.0,146.9013978,42.11903003,452.9826361,129.0170673,18.41734135,88.8261341,6.047153987,N,N,5.9
389,Japan,57.0,147.1616316,42.23248452,441.0848664,128.4064386,19.62137859,88.70368707,6.522648578,N,N,5.9
390,Japan,58.0,147.3990168,42.36360386,422.3961664,125.5872938,19.80200299,88.57245847,7.012170982,N,N,5.98
391,Japan,59.0,147.6142991,42.51699222,406.0317022,125.4229558,22.02526213,88.44155641,6.573965051,N,N,8.2
392,Japan,60.0,147.8535328,42.64998722,399.2483463,124.9940626,21.94088927,88.36211009,6.463866924,N,N,8.2
393,Japan,61.0,148.084925,42.79043942,366.133749,123.2456361,22.65684654,88.22297036,3.406766386,N,N,8.2
394,Japan,62.0,148.2837744,42.95882136,454.9034147,122.8640112,23.59142092,88.09323243,2.937866327,N,N,8.2
395,Japan,63.0,148.5074147,43.10390586,411.6736108,122.8514024,23.19922278,87.95478156,3.590624047,N,N,8.2
396,Japan,64.0,148.7578382,43.2293181,455.2309661,122.5453489,23.50581058,87.8257189,3.217535964,N,N,8.2
397,Japan,65.0,148.9908918,43.37502874,467.8974379,121.4826773,24.1103416,87.68796326,6.386404496,N,N,8.2
398,Japan,66.0,149.2154159,43.52934673,460.4570663,120.4429323,25.05739329,87.54154214,8.949045453,N,N,8.5
399,Japan,67.0,149.4491005,43.67616866,448.5733576,119.6997608,25.9538457,87.4045056,9.378668523,N,N,8.5
400,Japan,68.0,149.7112039,43.79308631,445.0071596,119.5645441,25.20242562,87.26782683,9.039992001,N,N,8.5
401,Japan,69.0,149.9904567,43.89039584,459.3317186,118.9460015,24.5497078,87.14050092,8.285519138,N,N,8.5
449,Kuril_Kamchatka,47.0,150.0831894,43.93075524,471.6722678,118.8618102,24.543403,106.3436862,7.945109541,U,U,8.5
450,Kuril_Kamchatka,48.0,150.3364094,44.05647298,475.4204357,118.6086301,25.80730144,106.2039284,7.810170969,U,U,8.5
451,Kuril_Kamchatka,49.0,150.5832068,44.18979222,469.4733564,118.5270435,25.95394545,106.0100566,7.413034041,U,U,8.5
452,Kuril_Kamchatka,50.0,150.8580625,44.2902904,451.6442103,118.4866539,23.6268683,105.8254813,6.603261379,U,U,8.5
453,Kuril_Kamchatka,51.0,151.1326007,44.39282757,483.8968856,118.4818599,23.53929407,105.6965941,6.992349378,U,U,8.5
454,Kuril_Kamchatka,52.0,151.3965421,44.51434412,510.3828274,118.4091143,22.8017047,105.5041653,8.000552385,U,U,8.5
455,Kuril_Kamchatka,53.0,151.6509014,44.64640413,490.8993042,118.3029224,22.69300243,105.3121721,5.192575226,U,U,8.1
456,Kuril_Kamchatka,54.0,151.8938293,44.78935097,497.8866218,118.1649175,22.68543632,105.11179,3.626049316,U,U,8.1
457,Kuril_Kamchatka,55.0,152.1255158,44.9417067,497.5053834,117.9823958,23.24088366,104.9118678,3.793364699,U,U,8.1
458,Kuril_Kamchatka,56.0,152.3623413,45.0903208,515.2235274,117.8659547,22.94508119,104.7036012,4.210096082,U,U,8.1
459,Kuril_Kamchatka,57.0,152.6245153,45.2155319,497.3616267,117.7850841,20.94385588,104.5522114,4.368924026,U,U,8.1
460,Kuril_Kamchatka,58.0,152.89225,45.33615007,494.5999974,117.6998302,20.39202811,104.3538811,7.52948501,U,U,8.1
461,Kuril_Kamchatka,59.0,153.1366518,45.47962273,455.3413006,117.5162266,20.9150653,104.1472496,5.5472896,U,U,8.1
462,Kuril_Kamchatka,60.0,153.3836907,45.62097145,448.7482437,117.4231416,17.92520462,103.9411127,5.243920323,U,U,8.3
463,Kuril_Kamchatka,61.0,153.6195312,45.76911221,447.2909914,117.1682216,19.51758594,103.7354732,6.655890905,U,U,8.3
464,Kuril_Kamchatka,62.0,153.8245552,45.94100059,428.7783028,116.9247926,19.76246773,103.5215939,7.492622402,U,U,8.3
465,Kuril_Kamchatka,63.0,154.052063,46.09824367,439.1306745,116.8241038,18.70873322,103.3082397,6.817754112,U,U,8.3
466,Kuril_Kamchatka,64.0,154.2899203,46.24990447,432.1633139,116.6031889,19.4086903,103.0954141,6.604036045,U,U,8.3
467,Kuril_Kamchatka,65.0,154.5092158,46.41508625,442.8673343,116.3687403,20.06641285,102.8744132,11.92952646,U,U,8.3
468,Kuril_Kamchatka,66.0,154.6960762,46.59730806,501.8401142,115.9253281,21.55862339,102.6626656,15.39188757,U,U,8.3
469,Kuril_Kamchatka,67.0,154.8275272,46.8010418,478.944353,115.1910154,22.70498668,102.4427723,4.079644938,U,U,8.1
470,Kuril_Kamchatka,68.0,154.974224,46.99680245,480.754908,115.3866651,25.62507633,102.1997182,7.685448526,U,U,7.65
471,Kuril_Kamchatka,69.0,155.1884915,47.16451656,481.8038597,115.2678304,22.78524944,101.9807183,11.57455526,U,U,7.4
472,Kuril_Kamchatka,70.0,155.3921059,47.33837618,475.1439175,113.9868369,24.92203243,101.7536363,6.280125091,U,U,6.37
473,Kuril_Kamchatka,71.0,155.5886919,47.51673394,486.8765088,114.0430932,23.36498177,101.5357947,5.581164308,U,U,6.37
474,Kuril_Kamchatka,72.0,155.8201241,47.67710968,466.5467327,113.6280735,22.14077404,101.2594015,6.799627977,U,U,5.97
475,Kuril_Kamchatka,73.0,156.0502732,47.83914805,396.8346822,113.3313784,22.35706418,101.0339052,8.171485027,U,U,7.03
476,Kuril_Kamchatka,74.0,156.2752735,48.00478986,385.644622,113.1352469,22.19065431,100.8004112,5.13612993,U,U,7.03
477,Kuril_Kamchatka,75.0,156.5330737,48.14366473,390.8677417,113.0647085,18.09142185,100.5675574,6.810328415,U,U,7.03
478,Kuril_Kamchatka,76.0,156.7757234,48.29105869,415.2343738,112.6846208,20.94546636,100.3525132,8.478593979,U,U,5.93
479,Kuril_Kamchatka,77.0,156.9857577,48.46617549,419.446519,112.0930848,20.56832504,100.1209269,6.232461356,U,U,6.45
480,Kuril_Kamchatka,78.0,157.1642881,48.65309643,386.5450899,109.0978267,22.3043237,99.88143771,5.224238079,U,U,6.45
481,Kuril_Kamchatka,79.0,157.3137832,48.85173756,386.179214,108.9066134,23.75211676,99.66826225,4.239916402,U,U,7.5
482,Kuril_Kamchatka,80.0,157.5345821,49.01169678,419.9466975,109.3895849,19.41963121,99.38647997,3.336095753,U,U,7.5
483,Kuril_Kamchatka,81.0,157.8174895,49.12969083,408.246687,109.0343017,16.45907182,99.15729978,1.998595135,U,U,7.5
484,Kuril_Kamchatka,82.0,158.0914396,49.25729425,370.7348142,108.7282975,16.63129465,98.93729782,3.554072628,U,U,7.5
485,Kuril_Kamchatka,83.0,158.3800339,49.37134067,369.9447675,108.6687324,11.15394125,98.70095694,4.439178032,U,U,6.22
486,Kuril_Kamchatka,84.0,158.6613333,49.48549296,360.3562482,108.5436668,12.59783828,98.49076302,2.920648067,U,U,6.8
487,Kuril_Kamchatka,85.0,158.8609065,49.65938621,358.0910529,108.0389447,14.53629749,98.25580085,2.191436293,U,U,6.8
488,Kuril_Kamchatka,86.0,159.0202847,49.85797272,363.1203546,107.8137076,15.41823735,98.02155681,2.490452208,U,U,9.0
489,Kuril_Kamchatka,87.0,159.204031,50.04749223,392.7417707,107.6778573,15.94095379,97.73438494,2.346738873,U,U,9.0
490,Kuril_Kamchatka,88.0,159.4066017,50.23065788,449.8024221,107.458977,16.87169415,97.49293564,2.701983267,U,U,9.0
491,Kuril_Kamchatka,89.0,159.6094895,50.41402678,482.5679559,107.2446326,18.07123171,97.24383837,4.365677493,U,U,9.0
492,Kuril_Kamchatka,90.0,159.8125961,50.59764494,497.8510361,107.039086,19.31950041,96.99554062,4.184260275,U,U,9.0
493,Kuril_Kamchatka,91.0,160.0410291,50.76546985,501.4919451,106.9558404,18.11523657,96.69351012,4.545115351,U,U,9.0
494,Kuril_Kamchatka,92.0,160.2872011,50.92311838,474.4991744,106.8027705,17.66734737,96.44658677,3.67296394,U,U,9.0
495,Kuril_Kamchatka,93.0,160.4919848,51.10343073,493.5919526,106.4976587,19.53296193,96.19212858,4.451012821,U,U,9.0
496,Kuril_Kamchatka,94.0,160.6600532,51.30103764,509.3391685,106.2669416,20.17806027,95.8916597,5.958348443,U,U,9.0
497,Kuril_Kamchatka,95.0,160.8687532,51.47971301,509.6184615,106.2402448,16.70112567,95.65530252,5.113227578,U,U,9.0
498,Kuril_Kamchatka,96.0,161.0937439,51.65214539,490.5068708,106.0120841,17.86499968,95.39482428,3.17896819,U,U,9.0
499,Kuril_Kamchatka,97.0,161.3163753,51.82588088,485.5978325,105.9156033,15.53252464,95.08766692,3.445000319,U,U,9.0
500,Kuril_Kamchatka,98.0,161.5473755,51.99732154,478.605554,105.6964785,15.96456618,94.82874037,4.417984245,U,U,9.0
501,Kuril_Kamchatka,99.0,161.7616089,52.1783417,485.9498149,105.5161589,15.50250716,94.57073755,3.567958617,U,U,9.0
502,Kuril_Kamchatka,100.0,161.9352807,52.37340596,523.5896768,105.0052708,17.27571815,94.31366603,19.87818594,U,U,9.0
503,Kuril_Kamchatka,101.0,162.0807677,52.57853954,525.771505,104.78312,18.08988371,94.0171495,17.7899981,U,U,9.0
504,Kuril_Kamchatka,102.0,162.2598626,52.77248095,526.6683164,104.6321202,17.50746807,93.77809126,16.13205596,U,U,9.0
505,Kuril_Kamchatka,103.0,162.4475518,52.96437112,531.5020762,103.1653287,18.21627724,93.45804888,12.53914328,U,U,9.0
506,Kuril_Kamchatka,104.0,162.6077329,53.16545937,566.4559944,102.6452356,19.31021378,93.20419787,6.952959819,U,U,9.0
507,Kuril_Kamchatka,105.0,162.7682531,53.36692039,588.3856582,102.4714798,19.3754458,92.90174595,11.19663019,U,U,9.0
508,Kuril_Kamchatka,106.0,162.9068476,53.57309928,765.8705893,101.9614034,21.01698555,92.64955478,5.867965556,U,U,9.0
509,Kuril_Kamchatka,107.0,163.0485736,53.77854003,715.3875774,101.992544,21.24890985,92.36456301,6.758475501,U,U,9.0
510,Kuril_Kamchatka,108.0,163.2225249,53.97679508,833.3635092,101.6850239,22.07664119,92.04752903,6.130756795,U,U,9.0
511,Kuril_Kamchatka,109.0,163.4057544,54.17241401,868.8191954,101.4897962,20.99219103,91.78963395,5.896386467,U,U,9.0
512,Kuril_Kamchatka,110.0,163.5822649,54.37080443,975.3517168,101.1637213,23.09219556,91.46584554,7.97687553,U,U,9.0
513,Kuril_Kamchatka,111.0,163.7310652,54.57782953,954.6124199,100.8915891,24.43799976,91.21786064,14.15446456,U,U,6.6
514,Kuril_Kamchatka,112.0,163.8766659,54.7858985,886.9623649,100.5264668,25.48432252,90.90352028,20.20461589,U,U,6.8
515,Kuril_Kamchatka,113.0,164.0223388,54.99411875,798.6715436,99.76800285,26.36926523,90.65733506,43.27065532,U,U,7.3
538,Mariana,0.0,139.5825117,10.83911621,77.01218849,144.8411115,,116.6252117,24.93077574,U,U,5.82
539,Mariana,1.0,139.8021189,10.8890724,78.60295175,144.8734916,,116.6252117,26.87970999,U,U,5.82
540,Mariana,2.0,140.028386,10.89268086,83.01578303,145.0148894,,116.6252117,25.40562961,U,U,6.1
541,Mariana,3.0,140.255766,10.87000133,87.99890427,145.3999653,,116.8960649,25.53143087,U,U,6.1
542,Mariana,4.0,140.4832773,10.8465993,94.30572447,146.1316727,,116.8960649,42.38028281,U,U,6.6
